OrderID,OrderDate,Customer,City,Product,Category,Price,Quantity,Discount,PaymentMethod,OrderStatus
1292,2026-03-17,Rahul,Chennai,Tablet,Electronics,21000,2,12,Cash,Returned
1293,2026-03-17,Sneha,Pune,Headphones,Electronics,2884,3,15,NetBanking,Delivered
1294,2026-03-17,Arjun,Kolkata,PowerBank,Accessories,1696,4,8,Wallet,Delivered
1295,2026-03-17,Meera,Jaipur,Notebook,Stationery,131,5,0,Card,Delivered
1296,2026-03-18,Kavya,Bengaluru,Planner,Stationery,437,6,5,UPI,Shipped
1297,2026-03-18,Vikram,Chennai,Shampoo,PersonalCare,301,1,10,Cash,Processing
1298,2026-03-18,Nisha,Pune,Serum,PersonalCare,679,1,12,NetBanking,Cancelled
1299,2026-03-18,Priya,Kolkata,DeskChair,Furniture,8900,1,15,Wallet,Returned
1300,2026-03-18,Kiran,Jaipur,StudyTable,Furniture,9888,2,8,Card,Delivered
1301,2026-03-19,Asha,Bengaluru,AirFryer,HomeAppliances,8692,3,0,UPI,Delivered
1302,2026-03-19,Rohan,Chennai,ElectricKettle,HomeAppliances,2071,4,5,Cash,Delivered
1303,2026-03-19,Divya,Pune,SkippingRope,Fitness,437,1,10,NetBanking,Shipped
1304,2026-03-19,Manoj,Kolkata,WaterBottle,HomeEssentials,357,2,12,Wallet,Processing
1305,2026-03-19,Pooja,Jaipur,Webcam,Electronics,2231,1,15,Card,Cancelled
1306,2026-03-20,Sanjay,Bengaluru,Laptop,Electronics,76000,4,8,UPI,Returned
1307,2026-03-20,Neha,Chennai,Tablet,Electronics,21630,1,0,Cash,Delivered
1308,2026-03-20,Varun,Pune,Headphones,Electronics,2968,2,5,NetBanking,Delivered
1309,2026-03-20,Anita,Kolkata,PowerBank,Accessories,1744,3,10,Wallet,Delivered
1310,2026-03-20,Harish,Jaipur,Notebook,Stationery,109,2,12,Card,Shipped
1311,2026-03-21,Adithya,Bengaluru,Planner,Stationery,451,3,15,UPI,Processing
1312,2026-03-21,Rahul,Chennai,Shampoo,PersonalCare,310,1,8,Cash,Cancelled
1313,2026-03-21,Sneha,Pune,Serum,PersonalCare,700,5,0,NetBanking,Returned
1314,2026-03-21,Arjun,Kolkata,DeskChair,Furniture,9167,4,5,Wallet,Delivered
1315,2026-03-21,Meera,Jaipur,StudyTable,Furniture,10176,1,10,Card,Delivered
1316,2026-03-22,Kavya,Bengaluru,AirFryer,HomeAppliances,8938,2,12,UPI,Delivered
1317,2026-03-22,Vikram,Chennai,ElectricKettle,HomeAppliances,1729,3,15,Cash,Shipped
1318,2026-03-22,Nisha,Pune,SkippingRope,Fitness,451,4,8,NetBanking,Processing
1319,2026-03-22,Priya,Kolkata,WaterBottle,HomeEssentials,369,1,0,Wallet,Cancelled
1320,2026-03-22,Kiran,Jaipur,Webcam,Electronics,2300,2,5,Card,Returned
1321,2026-03-23,Asha,Bengaluru,Laptop,Electronics,78280,3,10,UPI,Delivered
1322,2026-03-23,Rohan,Chennai,Tablet,Electronics,22260,4,12,Cash,Delivered
1323,2026-03-23,Divya,Pune,Headphones,Electronics,3052,1,15,NetBanking,Delivered
1324,2026-03-23,Manoj,Kolkata,PowerBank,Accessories,1456,2,8,Wallet,Shipped
1325,2026-03-23,Pooja,Jaipur,Notebook,Stationery,113,5,0,Card,Processing
1326,2026-03-24,Sanjay,Bengaluru,Planner,Stationery,466,1,5,UPI,Cancelled
1327,2026-03-24,Neha,Chennai,Shampoo,PersonalCare,320,1,10,Cash,Returned
1328,2026-03-24,Varun,Pune,Serum,PersonalCare,721,2,12,NetBanking,Delivered
1329,2026-03-24,Anita,Kolkata,DeskChair,Furniture,9434,3,15,Wallet,Delivered
1330,2026-03-24,Harish,Jaipur,StudyTable,Furniture,10464,4,8,Card,Delivered
1331,2026-03-25,Adithya,Bengaluru,AirFryer,HomeAppliances,7462,1,0,UPI,Shipped
1332,2026-03-25,Rahul,Chennai,ElectricKettle,HomeAppliances,1786,2,5,Cash,Processing
1333,2026-03-25,Sneha,Pune,SkippingRope,Fitness,466,1,10,NetBanking,Cancelled
1334,2026-03-25,Arjun,Kolkata,WaterBottle,HomeEssentials,380,4,12,Wallet,Returned
1335,2026-03-25,Meera,Jaipur,Webcam,Electronics,2369,1,15,Card,Delivered
1336,2026-03-26,Kavya,Bengaluru,Laptop,Electronics,80560,2,8,UPI,Delivered
1337,2026-03-26,Vikram,Chennai,Tablet,Electronics,22890,3,0,Cash,Delivered
1338,2026-03-26,Nisha,Pune,Headphones,Electronics,2548,4,5,NetBanking,Shipped
1339,2026-03-26,Priya,Kolkata,PowerBank,Accessories,1504,1,10,Wallet,Processing
1340,2026-03-26,Kiran,Jaipur,Notebook,Stationery,116,1,12,Card,Cancelled
1341,2026-03-27,Asha,Bengaluru,Planner,Stationery,480,3,15,UPI,Returned
1342,2026-03-27,Rohan,Chennai,Shampoo,PersonalCare,330,4,8,Cash,Delivered
1343,2026-03-27,Divya,Pune,Serum,PersonalCare,742,5,0,NetBanking,Delivered
1344,2026-03-27,Manoj,Kolkata,DeskChair,Furniture,9701,2,5,Wallet,Delivered
1345,2026-03-27,Pooja,Jaipur,StudyTable,Furniture,8736,3,10,Card,Shipped
1346,2026-03-28,Sanjay,Bengaluru,AirFryer,HomeAppliances,7708,4,12,UPI,Processing
1347,2026-03-28,Neha,Chennai,ElectricKettle,HomeAppliances,1843,1,15,Cash,Cancelled
1348,2026-03-28,Varun,Pune,SkippingRope,Fitness,480,2,8,NetBanking,Returned
1349,2026-03-28,Anita,Kolkata,WaterBottle,HomeEssentials,391,3,0,Wallet,Delivered
1350,2026-03-28,Harish,Jaipur,Webcam,Electronics,2438,4,5,Card,Delivered
1351,2026-03-29,Adithya,Bengaluru,Laptop,Electronics,82840,1,10,UPI,Delivered
1352,2026-03-29,Rahul,Chennai,Tablet,Electronics,19110,2,12,Cash,Shipped
1353,2026-03-29,Sneha,Pune,Headphones,Electronics,2632,3,15,NetBanking,Processing
1354,2026-03-29,Arjun,Kolkata,PowerBank,Accessories,1552,1,8,Wallet,Cancelled
1355,2026-03-29,Meera,Jaipur,Notebook,Stationery,120,5,0,Card,Returned
1356,2026-03-30,Kavya,Bengaluru,Planner,Stationery,494,6,5,UPI,Delivered
1357,2026-03-30,Vikram,Chennai,Shampoo,PersonalCare,339,1,10,Cash,Delivered
1358,2026-03-30,Nisha,Pune,Serum,PersonalCare,763,2,12,NetBanking,Delivered
1359,2026-03-30,Priya,Kolkata,DeskChair,Furniture,8099,1,15,Wallet,Shipped
1360,2026-03-30,Kiran,Jaipur,StudyTable,Furniture,9024,2,8,Card,Processing
1361,2026-03-31,Asha,Bengaluru,AirFryer,HomeAppliances,7954,1,0,UPI,Cancelled
1362,2026-03-31,Rohan,Chennai,ElectricKettle,HomeAppliances,1900,4,5,Cash,Returned
1363,2026-03-31,Divya,Pune,SkippingRope,Fitness,494,1,10,NetBanking,Delivered
1364,2026-03-31,Manoj,Kolkata,WaterBottle,HomeEssentials,403,2,12,Wallet,Delivered
1365,2026-03-31,Pooja,Jaipur,Webcam,Electronics,2507,3,15,Card,Delivered
1366,2026-04-01,Sanjay,Bengaluru,Laptop,Electronics,69160,4,8,UPI,Shipped
1367,2026-04-01,Neha,Chennai,Tablet,Electronics,19740,1,0,Cash,Processing
1368,2026-04-01,Varun,Pune,Headphones,Electronics,2716,1,5,NetBanking,Cancelled
1369,2026-04-01,Anita,Kolkata,PowerBank,Accessories,1600,3,10,Wallet,Returned
1370,2026-04-01,Harish,Jaipur,Notebook,Stationery,124,2,12,Card,Delivered
1371,2026-04-02,Adithya,Bengaluru,Planner,Stationery,509,3,15,UPI,Delivered
1372,2026-04-02,Rahul,Chennai,Shampoo,PersonalCare,349,4,8,Cash,Delivered
1373,2026-04-02,Sneha,Pune,Serum,PersonalCare,637,5,0,NetBanking,Shipped
1374,2026-04-02,Arjun,Kolkata,DeskChair,Furniture,8366,4,5,Wallet,Processing
1375,2026-04-02,Meera,Jaipur,StudyTable,Furniture,9312,1,10,Card,Cancelled
1376,2026-04-03,Kavya,Bengaluru,AirFryer,HomeAppliances,8200,2,12,UPI,Returned
1377,2026-04-03,Vikram,Chennai,ElectricKettle,HomeAppliances,1957,3,15,Cash,Delivered
1378,2026-04-03,Nisha,Pune,SkippingRope,Fitness,509,4,8,NetBanking,Delivered
1379,2026-04-03,Priya,Kolkata,WaterBottle,HomeEssentials,414,1,0,Wallet,Delivered
1380,2026-04-03,Kiran,Jaipur,Webcam,Electronics,2093,2,5,Card,Shipped
1381,2026-04-04,Asha,Bengaluru,Laptop,Electronics,71440,3,10,UPI,Processing
1382,2026-04-04,Rohan,Chennai,Tablet,Electronics,20370,1,12,Cash,Cancelled
1383,2026-04-04,Divya,Pune,Headphones,Electronics,2800,1,15,NetBanking,Returned
1384,2026-04-04,Manoj,Kolkata,PowerBank,Accessories,1648,2,8,Wallet,Delivered
1385,2026-04-04,Pooja,Jaipur,Notebook,Stationery,127,5,0,Card,Delivered
1386,2026-04-05,Sanjay,Bengaluru,Planner,Stationery,523,6,5,UPI,Delivered
1387,2026-04-05,Neha,Chennai,Shampoo,PersonalCare,291,1,10,Cash,Shipped
1388,2026-04-05,Varun,Pune,Serum,PersonalCare,658,2,12,NetBanking,Processing
1389,2026-04-05,Anita,Kolkata,DeskChair,Furniture,8633,1,15,Wallet,Cancelled
1390,2026-04-05,Harish,Jaipur,StudyTable,Furniture,9600,4,8,Card,Returned
1391,2026-04-06,Adithya,Bengaluru,AirFryer,HomeAppliances,8446,1,0,UPI,Delivered
1392,2026-04-06,Rahul,Chennai,ElectricKettle,HomeAppliances,2014,2,5,Cash,Delivered
1393,2026-04-06,Sneha,Pune,SkippingRope,Fitness,523,3,10,NetBanking,Delivered
1394,2026-04-06,Arjun,Kolkata,WaterBottle,HomeEssentials,346,4,12,Wallet,Shipped
1395,2026-04-06,Meera,Jaipur,Webcam,Electronics,2162,1,15,Card,Processing
1396,2026-04-07,Kavya,Bengaluru,Laptop,Electronics,73720,1,8,UPI,Cancelled
1397,2026-04-07,Vikram,Chennai,Tablet,Electronics,21000,3,0,Cash,Returned
1398,2026-04-07,Nisha,Pune,Headphones,Electronics,2884,4,5,NetBanking,Delivered
1399,2026-04-07,Priya,Kolkata,PowerBank,Accessories,1696,1,10,Wallet,Delivered
1400,2026-04-07,Kiran,Jaipur,Notebook,Stationery,131,2,12,Card,Delivered
1401,2026-04-08,Asha,Bengaluru,Planner,Stationery,437,3,15,UPI,Shipped
1402,2026-04-08,Rohan,Chennai,Shampoo,PersonalCare,301,4,8,Cash,Processing
1403,2026-04-08,Divya,Pune,Serum,PersonalCare,679,1,0,NetBanking,Cancelled
1404,2026-04-08,Manoj,Kolkata,DeskChair,Furniture,8900,2,5,Wallet,Returned
1405,2026-04-08,Pooja,Jaipur,StudyTable,Furniture,9888,3,10,Card,Delivered
1406,2026-04-09,Sanjay,Bengaluru,AirFryer,HomeAppliances,8692,4,12,UPI,Delivered
1407,2026-04-09,Neha,Chennai,ElectricKettle,HomeAppliances,2071,1,15,Cash,Delivered
1408,2026-04-09,Varun,Pune,SkippingRope,Fitness,437,2,8,NetBanking,Shipped
1409,2026-04-09,Anita,Kolkata,WaterBottle,HomeEssentials,357,3,0,Wallet,Processing
1410,2026-04-09,Harish,Jaipur,Webcam,Electronics,2231,1,5,Card,Cancelled
1411,2026-04-10,Adithya,Bengaluru,Laptop,Electronics,76000,1,10,UPI,Returned
1412,2026-04-10,Rahul,Chennai,Tablet,Electronics,21630,2,12,Cash,Delivered
1413,2026-04-10,Sneha,Pune,Headphones,Electronics,2968,3,15,NetBanking,Delivered
1414,2026-04-10,Arjun,Kolkata,PowerBank,Accessories,1744,4,8,Wallet,Delivered
1415,2026-04-10,Meera,Jaipur,Notebook,Stationery,109,5,0,Card,Shipped
1416,2026-04-11,Kavya,Bengaluru,Planner,Stationery,451,6,5,UPI,Processing
1417,2026-04-11,Vikram,Chennai,Shampoo,PersonalCare,310,1,10,Cash,Cancelled
1418,2026-04-11,Nisha,Pune,Serum,PersonalCare,700,2,12,NetBanking,Returned
1419,2026-04-11,Priya,Kolkata,DeskChair,Furniture,9167,1,15,Wallet,Delivered
1420,2026-04-11,Kiran,Jaipur,StudyTable,Furniture,10176,2,8,Card,Delivered
1421,2026-04-12,Asha,Bengaluru,AirFryer,HomeAppliances,8938,3,0,UPI,Delivered
1422,2026-04-12,Rohan,Chennai,ElectricKettle,HomeAppliances,1729,4,5,Cash,Shipped
1423,2026-04-12,Divya,Pune,SkippingRope,Fitness,451,1,10,NetBanking,Processing
1424,2026-04-12,Manoj,Kolkata,WaterBottle,HomeEssentials,369,1,12,Wallet,Cancelled
1425,2026-04-12,Pooja,Jaipur,Webcam,Electronics,2300,3,15,Card,Returned
1426,2026-04-13,Sanjay,Bengaluru,Laptop,Electronics,78280,4,8,UPI,Delivered
1427,2026-04-13,Neha,Chennai,Tablet,Electronics,22260,1,0,Cash,Delivered
1428,2026-04-13,Varun,Pune,Headphones,Electronics,3052,2,5,NetBanking,Delivered
1429,2026-04-13,Anita,Kolkata,PowerBank,Accessories,1456,3,10,Wallet,Shipped
1430,2026-04-13,Harish,Jaipur,Notebook,Stationery,113,2,12,Card,Processing
1431,2026-04-14,Adithya,Bengaluru,Planner,Stationery,466,1,15,UPI,Cancelled
1432,2026-04-14,Rahul,Chennai,Shampoo,PersonalCare,320,4,8,Cash,Returned
1433,2026-04-14,Sneha,Pune,Serum,PersonalCare,721,5,0,NetBanking,Delivered
1434,2026-04-14,Arjun,Kolkata,DeskChair,Furniture,9434,4,5,Wallet,Delivered
1435,2026-04-14,Meera,Jaipur,StudyTable,Furniture,10464,1,10,Card,Delivered
1436,2026-04-15,Kavya,Bengaluru,AirFryer,HomeAppliances,7462,2,12,UPI,Shipped
1437,2026-04-15,Vikram,Chennai,ElectricKettle,HomeAppliances,1786,3,15,Cash,Processing
1438,2026-04-15,Nisha,Pune,SkippingRope,Fitness,466,1,8,NetBanking,Cancelled
1439,2026-04-15,Priya,Kolkata,WaterBottle,HomeEssentials,380,1,0,Wallet,Returned
1440,2026-04-15,Kiran,Jaipur,Webcam,Electronics,2369,2,5,Card,Delivered
1441,2026-04-16,Asha,Bengaluru,Laptop,Electronics,80560,3,10,UPI,Delivered
1442,2026-04-16,Rohan,Chennai,Tablet,Electronics,22890,4,12,Cash,Delivered
1443,2026-04-16,Divya,Pune,Headphones,Electronics,2548,1,15,NetBanking,Shipped
1444,2026-04-16,Manoj,Kolkata,PowerBank,Accessories,1504,2,8,Wallet,Processing
1445,2026-04-16,Pooja,Jaipur,Notebook,Stationery,116,1,0,Card,Cancelled
1446,2026-04-17,Sanjay,Bengaluru,Planner,Stationery,480,6,5,UPI,Returned
1447,2026-04-17,Neha,Chennai,Shampoo,PersonalCare,330,1,10,Cash,Delivered
1448,2026-04-17,Varun,Pune,Serum,PersonalCare,742,2,12,NetBanking,Delivered
1449,2026-04-17,Anita,Kolkata,DeskChair,Furniture,9701,3,15,Wallet,Delivered
1450,2026-04-17,Harish,Jaipur,StudyTable,Furniture,8736,4,8,Card,Shipped
1451,2026-04-18,Adithya,Bengaluru,AirFryer,HomeAppliances,7708,1,0,UPI,Processing
1452,2026-04-18,Rahul,Chennai,ElectricKettle,HomeAppliances,1843,1,5,Cash,Cancelled
1453,2026-04-18,Sneha,Pune,SkippingRope,Fitness,480,3,10,NetBanking,Returned
1454,2026-04-18,Arjun,Kolkata,WaterBottle,HomeEssentials,391,4,12,Wallet,Delivered
1455,2026-04-18,Meera,Jaipur,Webcam,Electronics,2438,1,15,Card,Delivered
1456,2026-04-19,Kavya,Bengaluru,Laptop,Electronics,82840,2,8,UPI,Delivered
1457,2026-04-19,Vikram,Chennai,Tablet,Electronics,19110,3,0,Cash,Shipped
1458,2026-04-19,Nisha,Pune,Headphones,Electronics,2632,4,5,NetBanking,Processing
1459,2026-04-19,Priya,Kolkata,PowerBank,Accessories,1552,1,10,Wallet,Cancelled
1460,2026-04-19,Kiran,Jaipur,Notebook,Stationery,120,2,12,Card,Returned
1461,2026-04-20,Asha,Bengaluru,Planner,Stationery,494,3,15,UPI,Delivered
1462,2026-04-20,Rohan,Chennai,Shampoo,PersonalCare,339,4,8,Cash,Delivered
1463,2026-04-20,Divya,Pune,Serum,PersonalCare,763,5,0,NetBanking,Delivered
1464,2026-04-20,Manoj,Kolkata,DeskChair,Furniture,8099,2,5,Wallet,Shipped
1465,2026-04-20,Pooja,Jaipur,StudyTable,Furniture,9024,3,10,Card,Processing
1466,2026-04-21,Sanjay,Bengaluru,AirFryer,HomeAppliances,7954,1,12,UPI,Cancelled
1467,2026-04-21,Neha,Chennai,ElectricKettle,HomeAppliances,1900,1,15,Cash,Returned
1468,2026-04-21,Varun,Pune,SkippingRope,Fitness,494,2,8,NetBanking,Delivered
1469,2026-04-21,Anita,Kolkata,WaterBottle,HomeEssentials,403,3,0,Wallet,Delivered
1470,2026-04-21,Harish,Jaipur,Webcam,Electronics,2507,4,5,Card,Delivered
1471,2026-04-22,Adithya,Bengaluru,Laptop,Electronics,69160,1,10,UPI,Shipped
1472,2026-04-22,Rahul,Chennai,Tablet,Electronics,19740,2,12,Cash,Processing
1473,2026-04-22,Sneha,Pune,Headphones,Electronics,2716,1,15,NetBanking,Cancelled
1474,2026-04-22,Arjun,Kolkata,PowerBank,Accessories,1600,4,8,Wallet,Returned
1475,2026-04-22,Meera,Jaipur,Notebook,Stationery,124,5,0,Card,Delivered
1476,2026-04-23,Kavya,Bengaluru,Planner,Stationery,509,6,5,UPI,Delivered
1477,2026-04-23,Vikram,Chennai,Shampoo,PersonalCare,349,1,10,Cash,Delivered
1478,2026-04-23,Nisha,Pune,Serum,PersonalCare,637,2,12,NetBanking,Shipped
1479,2026-04-23,Priya,Kolkata,DeskChair,Furniture,8366,1,15,Wallet,Processing
1480,2026-04-23,Kiran,Jaipur,StudyTable,Furniture,9312,1,8,Card,Cancelled
1481,2026-04-24,Asha,Bengaluru,AirFryer,HomeAppliances,8200,3,0,UPI,Returned
1482,2026-04-24,Rohan,Chennai,ElectricKettle,HomeAppliances,1957,4,5,Cash,Delivered
1483,2026-04-24,Divya,Pune,SkippingRope,Fitness,509,1,10,NetBanking,Delivered
1484,2026-04-24,Manoj,Kolkata,WaterBottle,HomeEssentials,414,2,12,Wallet,Delivered
1485,2026-04-24,Pooja,Jaipur,Webcam,Electronics,2093,3,15,Card,Shipped
1486,2026-04-25,Sanjay,Bengaluru,Laptop,Electronics,71440,4,8,UPI,Processing
1487,2026-04-25,Neha,Chennai,Tablet,Electronics,20370,1,0,Cash,Cancelled
1488,2026-04-25,Varun,Pune,Headphones,Electronics,2800,2,5,NetBanking,Returned
1489,2026-04-25,Anita,Kolkata,PowerBank,Accessories,1648,3,10,Wallet,Delivered
1490,2026-04-25,Harish,Jaipur,Notebook,Stationery,127,2,12,Card,Delivered
1491,2026-04-26,Adithya,Bengaluru,Planner,Stationery,523,3,15,UPI,Delivered
1492,2026-04-26,Rahul,Chennai,Shampoo,PersonalCare,291,4,8,Cash,Shipped
1493,2026-04-26,Sneha,Pune,Serum,PersonalCare,658,5,0,NetBanking,Processing
1494,2026-04-26,Arjun,Kolkata,DeskChair,Furniture,8633,1,5,Wallet,Cancelled
1495,2026-04-26,Meera,Jaipur,StudyTable,Furniture,9600,1,10,Card,Returned
1496,2026-04-27,Kavya,Bengaluru,AirFryer,HomeAppliances,8446,2,12,UPI,Delivered
1497,2026-04-27,Vikram,Chennai,ElectricKettle,HomeAppliances,2014,3,15,Cash,Delivered
1498,2026-04-27,Nisha,Pune,SkippingRope,Fitness,523,4,8,NetBanking,Delivered
1499,2026-04-27,Priya,Kolkata,WaterBottle,HomeEssentials,346,1,0,Wallet,Shipped
1500,2026-04-27,Kiran,Jaipur,Webcam,Electronics,2162,2,5,Card,Processing
